"id_user1";"id_user2"
"32031";"32711"
"6377";"27456"
"4916";"34160"
"12725";"27097"
"27616";"16007"
"19972";"32461"
"1025";"21222"
"26118";"6369"
"5696";"15576"
"34828";"13071"
"7909";"8700"
"11002";"31802"
"10530";"3560"
"32780";"32165"
"18862";"4281"
"3391";"16159"
"24892";"9673"
"2134";"34294"
"18378";"16103"
"29266";"6838"
"3863";"5745"
"3051";"2806"
"25843";"5088"
"15769";"19907"
"13109";"6677"
"4641";"14709"
"27282";"3477"
"25093";"6219"
"31953";"33975"
"5622";"29770"
"14952";"24944"
"1944";"23607"
"3865";"16944"
"6742";"3941"
"5323";"20669"
"93";"20874"
"28942";"24017"
"5530";"6745"
"22277";"30238"
"12076";"5952"
"34678";"14790"
"9180";"2043"
"15874";"15597"
"13931";"13202"
"32861";"32535"
"28842";"17105"
"30668";"4472"
"26623";"6317"
"23762";"22674"
"34986";"31146"
"20635";"19494"
"32364";"14484"
"11052";"19531"
"25539";"3455"
"9224";"23897"
"10404";"19299"
"19354";"17938"
"7861";"14933"
"16883";"23912"
"2490";"26082"
"973";"22409"
"23515";"1163"
"14375";"24939"
"13746";"17431"
"33802";"26788"
"10335";"2143"
"22097";"21954"
"15740";"23646"
"29002";"7870"
"26474";"20409"
"18563";"17122"
"15783";"27501"
"18623";"4924"
"23316";"23112"
"33196";"27860"
"12674";"6594"
"20902";"27690"
"11506";"9153"
"13656";"22065"
"30409";"33177"
"5780";"8881"
"4633";"11328"
"18156";"6090"
"29612";"28308"
"27403";"5680"
"22621";"17023"
"23987";"17133"
"1034";"16702"
"21627";"20214"
"31364";"16192"
"29969";"29621"
"6680";"25427"
"30261";"15168"
"10595";"24353"
"3992";"26380"
"14915";"31021"
"28674";"2070"
"7451";"14672"
"27261";"1247"
"33746";"4849"
"1510";"31613"
"1761";"25556"
"4253";"19945"
"1680";"5407"
"33103";"9145"
"26153";"25530"
"18282";"27382"
"19752";"17232"
"9033";"34960"
"19046";"21712"
"30383";"4707"
"27468";"32644"
"10377";"16515"
"16116";"15714"
"30981";"25453"
"27344";"15287"
"25700";"28887"
"11399";"26595"
"34261";"30628"
"22766";"4952"
"28235";"26188"
"17102";"1334"
"547";"20277"
"24985";"1218"
"16852";"5911"
"33402";"18674"
"30346";"25610"
"13709";"2844"
"3832";"3769"
"4275";"32209"
"13250";"21502"
"32428";"30195"
"4444";"7646"
"12725";"31221"
"1154";"9585"
"12315";"9345"
"6045";"9887"
"33729";"10410"
"9667";"24613"
"26030";"16577"
"27932";"18670"
"7820";"5812"
"22103";"32781"
"28788";"10119"
"34383";"20686"
"18614";"515"
"32274";"9550"
"15097";"2905"
"6287";"8827"
"15224";"34567"
"18916";"33153"
"33611";"12091"
"3734";"962"
"16597";"14747"
"15112";"31674"
"6435";"8818"
"34174";"130"
"22387";"32517"
"13736";"34422"
"10269";"9176"
"23519";"33159"
"2587";"16962"
"34014";"10237"
"2258";"24964"
"9936";"1005"
"23527";"1577"
"6936";"13566"
"19865";"28208"
"15961";"13818"
"25517";"10679"
"14482";"5201"
"29703";"34179"
"24048";"16889"
"19095";"28930"
"3302";"2071"
"3836";"31927"
"5685";"26105"
"14607";"15559"
"20323";"8007"
"16070";"9858"
"8070";"33429"
"16544";"3587"
"10030";"28985"
"3835";"21109"
"21632";"29548"
"16170";"33663"
"34499";"2765"
"33144";"22058"
"29211";"26967"
"16647";"31995"
"8028";"31096"
"10203";"19004"
"136";"1402"
"1772";"5206"
"25859";"23544"
"20922";"7823"
"950";"24216"
"25835";"27704"
"7445";"9691"
"27320";"24908"
"20537";"22207"
"5645";"33129"
"8608";"23259"
"10268";"24413"
"16214";"25165"
"17566";"30781"
"5025";"9771"
"8856";"11900"
"1254";"32994"
"23148";"30739"
"34591";"1053"
"12593";"27229"
"32177";"26319"
"26358";"34416"
"4933";"33051"
"12136";"20711"
"1585";"28266"
"8520";"6887"
"353";"32189"
"25271";"21"
"6469";"31784"
"24488";"30260"
"32137";"1274"
"28675";"821"
"23266";"19220"
"33356";"19152"
"14197";"16604"
"21100";"24967"
"4666";"6449"
"17005";"29425"
"5988";"31224"
"28400";"23404"
"32100";"10353"
"25176";"23925"
"26989";"8659"
"5679";"27915"
"1366";"27769"
"25303";"14813"
"28375";"11749"
"1735";"34809"
"4528";"31970"
"20792";"32178"
"15391";"20440"
"16934";"21685"
"14728";"9315"
"25427";"34028"
"17165";"21291"
"3891";"31182"
"27607";"33492"
"1191";"10541"
"6268";"16561"
"22866";"32357"
"25859";"29021"
"7879";"15473"
"29924";"14771"
"9093";"28833"
"14883";"31482"
"18526";"19682"
"23384";"33647"
"7530";"15668"
"22111";"11431"
"10017";"27873"
"1330";"29430"
"1516";"23342"
"20156";"3260"
"5515";"27267"
"3613";"7720"
"16740";"30961"
"12225";"26125"
"17027";"18986"
"28879";"15417"
"29451";"12602"
"16156";"12505"
"34864";"17416"
"20669";"33543"
"3588";"8667"
"20668";"5543"
"32807";"23549"
"9191";"13588"
"1833";"28286"
"19910";"12225"
"8210";"31017"
"9723";"18098"
"13409";"9439"
"5429";"31010"
"7256";"10034"
"26395";"23138"
"20412";"21293"
"10590";"30067"
"14337";"1445"
"10100";"1549"
"21528";"29576"
"34051";"367"
"7797";"22176"
"20542";"15121"
"21016";"30281"
"32211";"28517"
"3666";"23308"
"25378";"31874"
"5807";"34600"
"22866";"2823"
"26889";"12568"
"22528";"18653"
"8519";"1866"
"27040";"5539"
"17361";"27546"
"6507";"3462"
"6363";"11879"
"9892";"24873"
"25045";"21536"
"20579";"34374"
"17219";"12904"
"115";"21305"
"29648";"2556"
"27857";"511"
"9891";"20086"
"33590";"18409"
"23532";"13080"
"34972";"6071"
"14023";"27027"
"30233";"12849"
"26070";"34008"
"235";"19876"
"25428";"14520"
"14848";"17806"
"211";"7494"
"30889";"12951"
"27518";"30928"
"9677";"9563"
"8326";"32453"
"33820";"11394"
"1536";"9578"
"4421";"4986"
"21082";"16871"
"24843";"11271"
"23271";"24695"
"27804";"30021"
"23455";"4658"
"7269";"1045"
"16139";"24250"
"12349";"18944"
"15785";"2329"
"22880";"5873"
"6492";"13880"
"13576";"18239"
"2832";"2380"
"9698";"11681"
"33003";"12824"
"10021";"21220"
"3038";"21265"
"9525";"5017"
"30120";"8390"
"11752";"19108"
"7114";"720"
"1062";"19470"
"11860";"4709"
"7757";"12100"
"31417";"18927"
"8170";"16015"
"5961";"26086"
"31458";"31998"
"32250";"25350"
"16268";"13199"
"31723";"9863"
"3742";"13275"
"7845";"19921"
"2624";"13039"
"1008";"5771"
"1912";"13153"
"32572";"25024"
"23200";"18896"
"6903";"25236"
"29751";"2938"
"8340";"25234"
"26214";"11721"
"15010";"13820"
"17510";"16112"
"29570";"33378"
"1215";"2187"
"5273";"7462"
"8506";"28111"
"32546";"3738"
"27065";"26097"
"25228";"17552"
"20539";"15658"
"26080";"12282"
"16300";"28468"
"18531";"6131"
"7063";"24217"
"31528";"27369"
"21034";"9011"
"5831";"12716"
"32767";"577"
"3976";"34266"
"17965";"20686"
"12751";"30572"
"7485";"30444"
"19092";"23851"
"6439";"6558"
"2794";"18586"
"1766";"27659"
"10455";"19684"
"23418";"9813"
"26598";"23553"
"4115";"11224"
"28916";"18116"
"28341";"19371"
"19100";"11352"
"19646";"8987"
"11157";"29456"
"24359";"19745"
"15905";"4489"
"2446";"7622"
"17783";"26034"
"29220";"25977"
"20156";"24344"
"7257";"10373"
"21838";"31921"
"26051";"17795"
"20076";"13281"
"5292";"27282"
"24951";"23719"
"5676";"7156"
"9069";"29335"
"22342";"595"
"20873";"32181"
"5496";"12061"
"16492";"6718"
"2085";"10015"
"33464";"10000"
"28170";"15631"
"20084";"28070"
"29625";"19882"
"5454";"11258"
"21837";"32239"
"3533";"4668"
"33942";"24059"
"5734";"20108"
"29650";"29339"
"10379";"17552"
"18901";"26231"
"29698";"16743"
"24624";"18850"
"33532";"8332"
"16738";"31052"
"24168";"18584"
"21710";"681"
"22341";"24919"
"30930";"21560"
"13069";"21165"
"31126";"8363"
"10095";"431"
"4436";"17630"
"32541";"25298"
"3645";"28145"
"14542";"1031"
"9039";"24210"
"7819";"31934"
"5085";"7488"
"9138";"18550"
"6958";"25944"
"14988";"6307"
"30847";"3513"
"8264";"23990"
"26957";"4956"
"1374";"9489"
"11965";"16912"
"12283";"22849"
"20481";"29974"
"9535";"24620"
"22722";"32834"
"1360";"10538"
"18585";"13170"
"22604";"37"
"22585";"10825"
"32728";"23243"
"4112";"12108"
"4389";"34191"
"15600";"26611"
"22409";"29241"
"16507";"27881"
"28311";"4070"
"23472";"17608"
"30553";"5587"
"25794";"20738"
"21082";"7689"
"1818";"23507"
"27445";"20683"
"31687";"25409"
"1141";"18533"
"3995";"1092"
"6255";"34936"
"17986";"6967"
"21098";"10740"
"8962";"9431"
"14977";"33881"
"1389";"24355"
"26445";"10203"
"28067";"6487"
"8777";"20798"
"12946";"3765"
"21136";"14987"
"15360";"11097"
"20966";"33874"
"34643";"25862"
"27177";"34517"
"27603";"12961"
"8036";"2855"
"15950";"7055"
"23559";"16543"
"15450";"2238"
"4859";"33388"
"12198";"32776"
"26689";"32080"
"16254";"6537"
"28338";"9052"
"1877";"30177"
"18517";"8971"
"26214";"6016"
"25450";"10038"
"10202";"10041"
"27504";"13513"
"33445";"27574"
"8886";"33857"
"22969";"12140"
"15748";"6645"
"16334";"24103"
"28686";"3267"
"26225";"25398"
"765";"13938"
"7735";"15628"
"32971";"11703"
"29960";"5776"
"34988";"13838"
"18834";"12254"
"33005";"34073"
"22662";"20385"
"26318";"15095"
"18894";"11923"
"6469";"17853"
"32242";"33985"
"8416";"2459"
"19967";"34968"
"34036";"28613"
"27468";"16991"
"29997";"13493"
"24813";"20669"
"1485";"19261"
"6971";"7166"
"9083";"23828"
"5202";"31929"
"3919";"33670"
"12891";"15905"
"20669";"30495"
"11731";"9331"
"23708";"33111"
"234";"34264"
"25401";"12159"
"22546";"22576"
"23128";"24612"
"258";"9374"
"32877";"29705"
"7699";"15718"
"7852";"13636"
"12738";"30643"
"2965";"29086"
"9992";"22559"
"215";"33093"
"16215";"15320"
"7885";"2169"
"10521";"30637"
"19425";"12404"
"14";"28182"
"12465";"5700"
"29503";"5213"
"24695";"31634"
"19419";"1586"
"5913";"9805"
"33761";"18939"
"21984";"3036"
"9427";"33806"
"33924";"30318"
"17502";"22696"
"259";"20752"
"34348";"1586"
"18955";"24161"
"17408";"23471"
"15508";"10167"
"29035";"14551"
"816";"17612"
"21949";"17592"
"8945";"25146"
"8834";"3630"
"25285";"23135"
"21910";"30722"
"11288";"786"
"28736";"34543"
"18726";"26136"
"10438";"30020"
"32162";"27205"
"30812";"10264"
"12361";"21027"
"4923";"26579"
"11260";"25113"
"34576";"635"
"16168";"28406"
"5759";"34551"
"34092";"19298"
"10088";"3975"
"1241";"11422"
"6396";"2809"
"17991";"29169"
"19734";"1233"
"4162";"12698"
"5383";"15378"
"32906";"16442"
"24071";"9597"
"2500";"6630"
"10003";"6709"
"29674";"18985"
"31629";"1642"
"28642";"10544"
"908";"424"
"33850";"31085"
"31651";"19526"
"31427";"22091"
"8745";"12749"
"23450";"11233"
"28294";"14234"
"3143";"13184"
"14749";"6272"
"27936";"4848"
"11418";"4596"
"10040";"32885"
"18817";"19895"
"13021";"33377"
"17865";"19284"
"2124";"683"
"33443";"12629"
"33764";"12920"
"4090";"14795"
"881";"19566"
"5153";"2330"
"34618";"24895"
"30553";"21698"
"4817";"2881"
"18375";"22903"
"15192";"20009"
"7682";"5306"
"20674";"12938"
"18428";"3796"
"20482";"31680"
"31488";"26864"
"4805";"3190"
"10528";"3734"
"5569";"22203"
"22808";"30469"
"24260";"21979"
"28806";"1472"
"5706";"13114"
"20129";"16773"
"10421";"30893"
"7662";"29873"
"18034";"18545"
"28389";"10076"
"9366";"20783"
"21230";"17964"
"2247";"18727"
"26436";"23576"
"32087";"25150"
"18344";"12830"
"30752";"19687"
"8434";"34766"
"1211";"31182"
"16208";"21181"
"8657";"7222"
"4021";"33586"
"10962";"476"
"23132";"3359"
"5812";"20772"
"16794";"10920"
"14487";"29576"
"22837";"20136"
"4522";"24126"
"22672";"4142"
"30744";"29222"
"1820";"27597"
"21277";"1850"
"4011";"33711"
"29419";"7259"
"29099";"18490"
"24645";"5536"
"11016";"7388"
"34380";"25310"
"34711";"897"
"18270";"26551"
"3693";"22045"
"703";"31779"
"21549";"31342"
"21379";"22477"
"29960";"12817"
"34392";"931"
"11893";"25633"
"9488";"28723"
"34909";"19855"
"5882";"19357"
"184";"10788"
"8190";"28513"
"3858";"2732"
"8294";"34413"
"3620";"11995"
"34782";"32787"
"12611";"8728"
"24945";"22119"
"29764";"20725"
"3937";"15777"
"23229";"14839"
"11152";"11079"
"9911";"31334"
"17490";"28593"
"5528";"20550"
"23782";"26611"
"7371";"25351"
"24188";"34323"
"24972";"13287"
"10413";"26687"
"13849";"16445"
"27039";"10916"
"28874";"20283"
"18549";"4014"
"27910";"915"
"9471";"1200"
"32602";"7042"
"2295";"1175"
"18919";"17597"
"20293";"17427"
"7011";"19912"
"11609";"8555"
"22894";"7417"
"27108";"2026"
"23276";"10330"
"26400";"16648"
"15290";"33332"
"22660";"22898"
"21923";"21118"
"1423";"5826"
"30539";"14137"
"5268";"9476"
"11871";"7326"
"15103";"3704"
"22679";"25289"
"12166";"25103"
"26741";"33949"
"29858";"4060"
"30889";"26806"
"16903";"18396"
"22009";"32022"
"3406";"26089"
"6714";"6825"
"29552";"8791"
"34223";"23971"
"12905";"24934"
"14923";"3122"
"723";"26976"
"3326";"28910"
"14597";"30300"
"19207";"22543"
"30576";"20367"
"7580";"25251"
"31669";"29835"
"28367";"33199"
"18810";"12115"
"1460";"13577"
"2727";"28391"
"27126";"17816"
"24730";"2662"
"17370";"18696"
"33229";"31996"
"7044";"7035"
"31162";"19978"
"1134";"20172"
"10467";"8208"
"11284";"15361"
"33810";"30111"
"33885";"30097"
"16666";"15735"
"1185";"25137"
"34427";"31531"
"5743";"28614"
"34911";"9223"
"26901";"34048"
"13985";"21973"
"2569";"28001"
"207";"27337"
"5954";"29219"
"28895";"15077"
"3248";"22244"
"22464";"31175"
"13336";"7360"
"23359";"8721"
"33313";"29132"
"7997";"25017"
"3399";"2841"
"29119";"24249"
"30950";"27833"
"26173";"33993"
"17326";"1893"
"20732";"13811"
"7127";"33154"
"34556";"15448"
"22489";"31681"
"17536";"17967"
"9664";"22650"
"17470";"26716"
"29792";"29839"
"26668";"25893"
"33630";"11838"
"14868";"712"
"1352";"17101"
"32185";"19153"
"18581";"19341"
"1808";"14052"
"20960";"11754"
"31448";"1616"
"4379";"21994"
"23949";"941"
"222";"33248"
"22227";"31149"
"16547";"11837"
"28407";"19324"
"13016";"21279"
"20375";"20408"
"27956";"31809"
"18575";"32814"
"18462";"17757"
"6228";"13203"
"30543";"24031"
"7352";"18205"
"27850";"547"
"1565";"11906"
"12515";"2846"
"31026";"7560"
"25855";"22252"
"18540";"15033"
"12031";"16624"
"22202";"33316"
"17560";"25286"
"1243";"22563"
"25806";"21688"
"16775";"535"
"5163";"6993"
"22244";"9208"
"7523";"16004"
"13241";"4207"
"8415";"23430"
"33777";"6641"
"1175";"29757"
"14535";"33892"
"10110";"23564"
"22229";"11815"
"30691";"11418"
"17058";"29620"
"1621";"32528"
"15086";"339"
"16991";"26020"
"24183";"183"
"29993";"32851"
"9484";"27909"
"18227";"20131"
"24656";"3359"
"16480";"4778"
"21377";"5443"
"9376";"29402"
"30037";"27128"
"12387";"11807"
"24820";"17126"
"33457";"26688"
"5362";"26189"
"5300";"27639"
"21342";"961"
"9921";"22376"
"9212";"11365"
"19698";"21114"
"5438";"29969"
"25211";"22792"
"7351";"12431"
"30219";"9081"
"27992";"1139"
"15628";"8031"
"31402";"5211"
"21981";"15553"
"9710";"5902"
"34529";"31743"
"5929";"17177"
"33792";"25166"
"30504";"11690"
"19391";"29620"
"26384";"2070"
"22752";"10258"
"21475";"10423"
"1660";"29849"
"34999";"33310"
"21247";"33408"
"2885";"4868"
"17201";"14350"
"1016";"23463"
"706";"28796"
"6781";"30324"
"29407";"24309"
"20516";"9266"
"34194";"29962"
"138";"25795"
"23368";"18514"
"32161";"29188"
"34322";"2962"
"31342";"21391"
"5162";"7560"
"22540";"14144"
"17157";"30387"
"12254";"8661"
"32997";"29815"
"18424";"10015"
"8583";"6363"
"7040";"20317"
"27535";"26391"
"31127";"33294"
"22907";"3196"
"1220";"28966"
"21021";"12699"
"5749";"34700"
"14017";"25930"
"16577";"11626"
"9196";"30266"
"3452";"28747"
"32633";"27679"
"34437";"2791"
"9830";"27483"
"31351";"2838"
"15496";"12158"
"7105";"32757"
"19926";"7295"
"9717";"27975"
"25547";"16682"
"11752";"32023"
"31850";"31463"
"12145";"23155"
"23238";"30761"
"16750";"587"
"34268";"4658"
"32729";"10192"
"22588";"17437"
"15497";"5329"
"22975";"21331"
"13357";"2126"
"15385";"12450"
"16965";"19123"
"7875";"17155"
"1331";"21913"
"1516";"33269"
"33712";"12927"
"13404";"31837"
"24031";"24972"
"19645";"30989"
"18947";"1264"
"30719";"13552"
"28809";"21776"
"15685";"8154"
"25331";"14807"
"33057";"3616"
"17754";"23126"
"12808";"4136"
"13683";"7390"
"22182";"28674"
"29056";"13558"
"24587";"31114"
"271";"15602"
"20718";"17684"
"5590";"12275"
"10639";"29421"
"12546";"16926"
"28372";"18380"
"17650";"13328"
"25054";"9023"
"31533";"10282"
"11858";"10417"
"8131";"17824"
"7965";"7478"
"5899";"13109"
"18914";"388"
"27817";"24830"
"172";"14894"
"23203";"34646"
"64";"296"
"13611";"18602"
"27346";"25459"
"1145";"15182"
"1240";"23006"
"13840";"422"
"16802";"24145"
"27887";"9431"
"21050";"14192"
"26331";"2327"
"32658";"34563"
"19030";"18203"
"362";"16291"
"19052";"28006"
"17537";"28330"
"8701";"18722"
"15435";"9194"
"30837";"24870"
"4425";"9374"
"26198";"4581"
"29689";"15195"
"7850";"25930"
"28601";"14586"
"11272";"9596"
"15155";"2304"
"18529";"21466"
"10393";"24700"
"20258";"14019"
"556";"13491"
"21216";"453"
"15999";"10212"
"5736";"22677"
"18505";"18671"
"25334";"11253"
"26493";"11051"
"13640";"7771"
"29120";"18392"
"9564";"3037"
"16644";"30988"
"33198";"12287"
"32139";"17452"
"3956";"24605"
"33117";"31725"
"20586";"1801"
"10181";"9947"
"19328";"27909"
"21245";"3528"
"9817";"32440"
"12210";"23012"
"10158";"17830"
"28660";"24643"
"33866";"30376"
"24063";"12886"
"22645";"7689"
"7081";"22377"
"5744";"26278"
"22516";"18707"
"22226";"33872"
"24834";"24816"
"27286";"17365"
"23272";"6059"
"10934";"6569"
"24215";"21399"
"2355";"32362"
"24488";"6809"
"12093";"25915"
"27558";"90"
"19941";"14870"
"5767";"34219"
"3206";"28883"
"10237";"5259"
"21407";"20479"
"33847";"31096"
"4599";"1918"
"5516";"20536"
"9999";"28587"
"19686";"8209"
"9796";"7687"
"2591";"30293"
"4120";"33394"
"21083";"15550"
"26772";"1973"
"23863";"11756"
"3822";"31129"
"26169";"10695"
"5790";"25927"
"3502";"17523"
"15588";"33279"
"13642";"1543"
"32130";"744"
"34220";"3566"
"29268";"26216"
"9925";"23671"
"25386";"16819"
"28472";"11590"
"10651";"9178"
"6499";"26810"
"15755";"19779"
"24060";"23086"
"6373";"22136"
"23852";"18768"
"5050";"30594"
"4440";"4451"
"30413";"1722"
"20239";"25606"
"20909";"7071"
"26677";"33968"
"7130";"27337"
"31036";"34559"
"14315";"16176"
"11082";"27164"
"33631";"14877"
"5599";"13207"
"11864";"5946"
"11191";"27971"
"25950";"27007"
"2930";"1292"
"14783";"6111"
"5529";"27126"
"6740";"34907"
"23164";"34234"
"22749";"11454"
"31038";"22367"
"11327";"26407"
"25208";"23554"
"29867";"334"
"2655";"18972"
"26214";"16392"
"5044";"4586"
"9077";"3740"
"21862";"26410"
"27899";"2221"
"20658";"5921"
"34824";"6256"
"10438";"9912"
"4552";"20283"
"5208";"2739"
"12004";"13112"
"27962";"32560"
"31386";"34608"
"6774";"26610"
"3278";"15404"
"31552";"11485"
"29656";"33412"
"17802";"503"
"33707";"4197"
"1667";"34900"
"31209";"15375"
"14133";"10245"
"8492";"2691"
"4452";"15952"
"17698";"17692"
"1126";"22000"
"30106";"8821"
"13764";"15385"
"22777";"18808"
"8088";"26557"
"24573";"29087"
"7898";"18936"
"33510";"31197"
"32837";"1224"
"9466";"20940"
"25814";"2126"
"6619";"28088"
"15689";"3309"
"3252";"7057"
"17667";"24728"
"27928";"2255"
"4909";"13361"
"26382";"23568"
"421";"11233"
"30866";"11166"
"18013";"4077"
"7296";"6390"
"20943";"12084"
"4243";"11859"
"33853";"12369"
"29579";"14770"
"20994";"25020"
"11897";"19948"
"2170";"16824"
"11521";"22785"
"732";"9969"
"15753";"22070"
"16524";"29733"
"3615";"24942"
"15869";"28929"
"586";"24397"
"20758";"2642"
"2097";"13944"
"5328";"5888"
"15250";"12987"
"17766";"25892"
"3568";"23131"
"6912";"9634"
"33069";"4599"
"18844";"23853"
"29626";"15448"
"8531";"11422"
"19153";"10329"
"319";"25602"
"928";"31050"
"33355";"26754"
"25761";"28352"
"8287";"31932"
"13168";"16788"
"31261";"25933"
"25752";"9167"
"574";"30159"
"34019";"1404"
"11851";"29500"
"34761";"23158"
"29314";"7434"
"22871";"18221"
"30895";"8124"
"24521";"5482"
"6111";"4937"
"32281";"8475"
"14335";"1522"
"16888";"14858"
"16932";"16880"
"1525";"3356"
"26324";"24486"
"16748";"28816"
"8249";"31334"
"3261";"30716"
"3922";"2837"
"16215";"7984"
"28203";"26197"
"1982";"24000"
"21027";"10521"
"9862";"10970"
"28785";"4333"
"24336";"34225"
"18690";"25503"
"34043";"22449"
"215";"12356"
"19855";"15167"
"30517";"23833"
"25741";"31100"
"34888";"28405"
"34232";"30798"
"17954";"26476"
"15893";"25613"
"8846";"7304"
"33658";"7202"
"30837";"15988"
"3193";"180"
"18495";"21614"
"8360";"28773"
"14240";"30779"
"18317";"30887"
"22800";"27334"
"154";"1081"
"27195";"11210"
"11211";"34556"
"2448";"33625"
"16349";"25623"
"28879";"2515"
"16212";"9292"
"23892";"32209"
"16737";"17172"
"22521";"29345"
"3019";"15710"
"12014";"8115"
"27671";"2044"
"18687";"2313"
"12922";"16597"
"12857";"28789"
"12303";"5811"
"9521";"3817"
"27235";"14887"
"20354";"31127"
"9172";"9766"
"21244";"18409"
"6029";"19649"
"15355";"14096"
"24835";"15476"
"3355";"32015"
"4758";"14360"
"18785";"15452"
"14634";"11807"
"8781";"6150"
"31981";"3058"
"26774";"29201"
"30636";"13976"
"29426";"34066"
"21064";"13962"
"11370";"12658"
"4090";"32237"
"12093";"21827"
"24978";"22682"
"21286";"27214"
"33988";"3924"
"17615";"11464"
"21668";"29922"
"2753";"11849"
"3750";"19254"
"13910";"15690"
"20614";"7971"
"10977";"30550"
"20949";"14162"
"13776";"9393"
"33500";"7804"
"7045";"23040"
"23048";"3540"
"31765";"27041"
"8769";"3624"
"21002";"31976"
"10656";"16160"
"33713";"25671"
"23811";"27953"
"23244";"20935"
"28234";"583"
"29428";"26712"
"24845";"31343"
"18741";"5781"
"13328";"8881"
"34277";"16964"
"15212";"27229"
"33835";"5979"
"16321";"12689"
"30814";"16289"
"24195";"24065"
"28461";"21928"
"33861";"14859"
"33163";"6808"
"30488";"29261"
"34842";"23504"
"34750";"31518"
"20991";"22329"
"33919";"27041"
"27531";"8816"
"32027";"8625"
"2561";"3179"
"19595";"27792"
"29558";"8295"
"34969";"29459"
"34246";"30270"
"32763";"32595"
"25003";"22760"
"7823";"19103"
"30123";"32434"
"31899";"9582"
"27686";"10261"
"21904";"27208"
"9597";"30315"
"4480";"13468"
"10325";"380"
"17170";"12682"
"21222";"3975"
"14685";"15983"
"20176";"16216"
"381";"12732"
"6438";"16012"
"34176";"940"
"32158";"9414"
"29686";"10731"
"5110";"5612"
"27173";"12032"
"20033";"22112"
"6729";"19036"
"21708";"27924"
"4076";"8182"
"631";"25004"
"32872";"776"
"30490";"25033"
"12682";"26123"
"1664";"4174"
"26871";"3264"
"23239";"34509"
"6850";"30134"
"12357";"24173"
"11051";"23506"
"14687";"20273"
"15627";"32759"
"31344";"3005"
"6860";"33632"
"29437";"29069"
"12604";"24349"
"31772";"4451"
"11988";"26655"
"19790";"14155"
"27536";"22172"
"31550";"381"
"13757";"10096"
"27046";"15919"
"2636";"11104"
"5427";"33413"
"19126";"26300"
"8610";"21086"
"765";"12226"
"26128";"31876"
"9440";"28975"
"29365";"31043"
"28438";"24440"
"22829";"13667"
"27877";"29312"
"13296";"1037"
"20276";"9877"
"28841";"17341"
"18420";"19883"
"24305";"17616"
"13699";"18213"
"23876";"10126"
"3779";"19289"
"3047";"30475"
"6434";"26744"
"7427";"22079"
"28102";"8559"
"17316";"17799"
"872";"17006"
"12425";"29470"
"26577";"9612"
"4295";"32741"
"1976";"21178"
"15193";"8869"
"29606";"22841"
"8436";"22204"
"15780";"24428"
"34297";"283"
"5088";"23699"
"16991";"15199"
"9391";"19307"
"1783";"26588"
"26515";"34494"
"14662";"10357"
"31007";"13397"
"6835";"528"
"1765";"28836"
"4199";"33831"
"10845";"1560"
"23344";"8052"
"15136";"5892"
"26070";"5439"
"22984";"12721"
"15794";"26746"
"9787";"10918"
"13768";"31597"
"4234";"34743"
"21655";"11108"
"17499";"19267"
"6574";"15106"
"33515";"20824"
"3137";"7461"
"34649";"14298"
"29780";"29668"
"1129";"25850"
"12300";"29059"
"8962";"21396"
"5904";"23066"
"25692";"3052"
"19627";"33436"
"28740";"13180"
"33898";"34822"
"24727";"28190"
"33752";"22383"
"15946";"21186"
"13004";"1999"
"20400";"12196"
"30660";"1833"
"30003";"28234"
"15688";"2274"
"20958";"34511"
"9797";"26716"
"27604";"18389"
"34667";"29185"
"298";"27433"
"19470";"7357"
"12017";"18160"
"1379";"6767"
"8055";"3136"
"508";"31886"
"31797";"21557"
"26299";"18279"
"739";"16539"
"22884";"14655"
"30576";"8286"
"30923";"26314"
"18004";"16380"
"8498";"19794"
"22665";"27745"
"29022";"3011"
"17477";"22134"
"27010";"3584"
"16395";"15439"
"10587";"21776"
"2850";"16396"
"24637";"28865"
"11720";"17437"
"7475";"29024"
"17828";"461"
"30873";"33229"
"31377";"1899"
"14625";"7624"
"314";"15440"
"18619";"2821"
"18711";"1684"
"10368";"22025"
"10551";"23588"
"3478";"30241"
"34634";"4667"
"28043";"34464"
"25450";"28380"
"6556";"26814"
"2377";"22773"
"403";"23193"
"5617";"27742"
"9172";"9083"
"8979";"12931"
"1245";"13959"
"13565";"4213"
"17740";"23304"
"15925";"11021"
"5599";"24847"
"2210";"23653"
"31752";"8951"
"5208";"29973"
"18360";"28097"
"6656";"12202"
"3836";"19626"
"26434";"15664"
"18188";"24889"
"23852";"2273"
"10083";"15432"
"5361";"12719"
"32674";"22000"
"13432";"33383"
"27096";"27055"
"21156";"19575"
"27482";"28464"
"23121";"29801"
"32792";"31148"
"25144";"15694"
"17368";"28610"
"21975";"27475"
"2647";"30752"
"20415";"20493"
"11190";"766"
"12235";"27302"
"8860";"32146"
"27499";"30241"
"33939";"19136"
"21198";"17571"
"10368";"11521"
"4663";"19224"
"28808";"9134"
"31277";"2115"
"20754";"15445"
"28190";"32394"
"29839";"7709"
"8641";"30380"
"24554";"26815"
"24353";"3078"
"28643";"11630"
"19842";"249"
"7939";"16043"
"26323";"12656"
"23060";"15062"
"5837";"15624"
"31209";"5499"
"11468";"30047"
"12420";"3990"
"33131";"7107"
"5099";"15272"
"2196";"33246"
"3467";"10018"
"7128";"7945"
"31774";"25534"
"6005";"9540"
"14232";"11915"
"25375";"16189"
