"id_user";"id_work"
"8706";"1251"
"8707";"6197"
"8708";"9717"
"8709";"9261"
"8710";"6211"
"8711";"8616"
"8712";"2523"
"8713";"7803"
"8714";"8466"
"8715";"2504"
"8716";"5087"
"8717";"6156"
"8718";"6644"
"8719";"8351"
"8720";"6542"
"8721";"4972"
"8722";"5184"
"8723";"4793"
"8724";"8577"
"8725";"7438"
"8726";"7339"
"8727";"46"
"8728";"8042"
"8729";"3197"
"8730";"2742"
"8731";"9681"
"8732";"4038"
"8733";"898"
"8734";"4484"
"8735";"7576"
"8736";"5837"
"8737";"9023"
"8738";"3853"
"8739";"2604"
"8740";"6831"
"8741";"9066"
"8742";"4775"
"8743";"7182"
"8744";"8902"
"8745";"214"
"8746";"8120"
"8747";"3671"
"8748";"6351"
"8749";"6829"
"8750";"8259"
"8751";"933"
"8752";"218"
"8753";"2371"
"8754";"5409"
"8755";"8039"
"8756";"4192"
"8757";"3873"
"8758";"2813"
"8759";"9821"
"8760";"9207"
"8761";"79"
"8762";"1459"
"8763";"2388"
"8764";"4067"
"8765";"9527"
"8766";"3131"
"8767";"1228"
"8768";"2993"
"8769";"7908"
"8770";"9912"
"8771";"7877"
"8772";"7481"
"8773";"2072"
"8774";"741"
"8775";"318"
"8776";"2770"
"8777";"6444"
"8778";"9865"
"8779";"9517"
"8780";"7887"
"8781";"8322"
"8782";"3452"
"8783";"593"
"8784";"8441"
"8785";"3579"
"8786";"7493"
"8787";"6380"
"8788";"2440"
"8789";"4269"
"8790";"1995"
"8791";"391"
"8792";"5592"
"8793";"1211"
"8794";"7869"
"8795";"2746"
"8796";"3795"
"8797";"6220"
"8798";"5835"
"8799";"1870"
"8800";"5772"
"8801";"8723"
"8802";"3529"
"8803";"6120"
"8804";"4616"
"8805";"4377"
"8806";"2983"
"8807";"734"
"8808";"224"
"8809";"2786"
"8810";"7768"
"8811";"4204"
"8812";"9416"
"8813";"3266"
"8814";"845"
"8815";"9890"
"8816";"8205"
"8817";"4470"
"8818";"6112"
"8819";"9398"
"8820";"2626"
"8821";"8745"
"8822";"5937"
"8823";"2949"
"8824";"9334"
"8825";"7603"
"8826";"8384"
"8827";"2674"
"8828";"5937"
"8829";"9572"
"8830";"1585"
"8831";"1659"
"8832";"5418"
"8833";"6621"
"8834";"2451"
"8835";"2274"
"8836";"3517"
"8837";"812"
"8838";"5385"
"8839";"9878"
"8840";"5952"
"8841";"4951"
"8842";"620"
"8843";"4603"
"8844";"6305"
"8845";"6923"
"8846";"8581"
"8847";"7030"
"8848";"1735"
"8849";"8351"
"8850";"4543"
"8851";"2779"
"8852";"3643"
"8853";"1568"
"8854";"3621"
"8855";"2837"
"8856";"7062"
"8857";"9913"
"8858";"3571"
"8859";"4643"
"8860";"2546"
"8861";"9287"
"8862";"6397"
"8863";"9871"
"8864";"5530"
"8865";"2398"
"8866";"1402"
"8867";"5165"
"8868";"5141"
"8869";"8952"
"8870";"6599"
"8871";"9929"
"8872";"7925"
"8873";"6247"
"8874";"5170"
"8875";"684"
"8876";"2604"
"8877";"1741"
"8878";"5297"
"8879";"7687"
"8880";"416"
"8881";"3982"
"8882";"6629"
"8883";"1862"
"8884";"1565"
"8885";"8306"
"8886";"33"
"8887";"474"
"8888";"7512"
"8889";"5015"
"8890";"2304"
"8891";"4784"
"8892";"9974"
"8893";"4064"
"8894";"3366"
"8895";"1053"
"8896";"9253"
"8897";"4142"
"8898";"3826"
"8899";"9848"
"8900";"7613"
"8901";"9888"
"8902";"2712"
"8903";"4198"
"8904";"4001"
"8905";"2288"
"8906";"157"
"8907";"2404"
"8908";"3655"
"8909";"5342"
"8910";"1523"
"8911";"8879"
"8912";"8787"
"8913";"5221"
"8914";"8228"
"8915";"3427"
"8916";"3806"
"8917";"3541"
"8918";"4141"
"8919";"6584"
"8920";"3233"
"8921";"4059"
"8922";"8981"
"8923";"3756"
"8924";"4444"
"8925";"5255"
"8926";"6387"
"8927";"8380"
"8928";"7729"
"8929";"7306"
"8930";"4566"
"8931";"681"
"8932";"2690"
"8933";"9702"
"8934";"4060"
"8935";"2682"
"8936";"785"
"8937";"1312"
"8938";"2855"
"8939";"81"
"8940";"2834"
"8941";"513"
"8942";"6560"
"8943";"7878"
"8944";"4779"
"8945";"5475"
"8946";"2358"
"8947";"4089"
"8948";"8237"
"8949";"5930"
"8950";"5645"
"8951";"6109"
"8952";"2597"
"8953";"6564"
"8954";"1591"
"8955";"5737"
"8956";"347"
"8957";"8257"
"8958";"1532"
"8959";"7856"
"8960";"2621"
"8961";"3990"
"8962";"5615"
"8963";"3586"
"8964";"1378"
"8965";"9244"
"8966";"8401"
"8967";"2844"
"8968";"4700"
"8969";"617"
"8970";"4803"
"8971";"2582"
"8972";"2199"
"8973";"905"
"8974";"7369"
"8975";"8345"
"8976";"4889"
"8977";"32"
"8978";"3979"
"8979";"7269"
"8980";"2950"
"8981";"1901"
"8982";"3102"
"8983";"4234"
"8984";"8218"
"8985";"4744"
"8986";"554"
"8987";"6745"
"8988";"9184"
"8989";"7935"
"8990";"8952"
"8991";"8117"
"8992";"2687"
"8993";"3202"
"8994";"827"
"8995";"8958"
"8996";"9989"
"8997";"5969"
"8998";"1858"
"8999";"4539"
"9000";"3129"
"9001";"7254"
"9002";"3427"
"9003";"7559"
"9004";"6637"
"9005";"3103"
"9006";"8612"
"9007";"7757"
"9008";"9479"
"9009";"8572"
"9010";"3511"
"9011";"4442"
"9012";"4621"
"9013";"3199"
"9014";"5691"
"9015";"3331"
"9016";"3196"
"9017";"652"
"9018";"7752"
"9019";"5160"
"9020";"454"
"9021";"1500"
"9022";"258"
"9023";"7610"
"9024";"7321"
"9025";"2445"
"9026";"3825"
"9027";"4729"
"9028";"5810"
"9029";"4693"
"9030";"7937"
"9031";"883"
"9032";"2266"
"9033";"8111"
"9034";"3167"
"9035";"675"
"9036";"4062"
"9037";"5491"
"9038";"2733"
"9039";"1689"
"9040";"6526"
"9041";"5892"
"9042";"1790"
"9043";"8401"
"9044";"8972"
"9045";"3786"
"9046";"8200"
"9047";"6587"
"9048";"2997"
"9049";"9861"
"9050";"6880"
"9051";"1001"
"9052";"5453"
"9053";"6693"
"9054";"7165"
"9055";"94"
"9056";"6903"
"9057";"7203"
"9058";"1032"
"9059";"4387"
"9060";"3469"
"9061";"5532"
"9062";"6244"
"9063";"2669"
"9064";"6987"
"9065";"8419"
"9066";"721"
"9067";"9253"
"9068";"4035"
"9069";"1281"
"9070";"1096"
"9071";"3445"
"9072";"3022"
"9073";"6834"
"9074";"1634"
"9075";"5871"
"9076";"370"
"9077";"8474"
"9078";"4181"
"9079";"8970"
"9080";"14"
"9081";"8812"
"9082";"5797"
"9083";"8171"
"9084";"23"
"9085";"7426"
"9086";"311"
"9087";"3007"
"9088";"4597"
"9089";"884"
"9090";"323"
"9091";"9198"
"9092";"9155"
"9093";"5719"
"9094";"6661"
"9095";"3346"
"9096";"1201"
"9097";"5351"
"9098";"3477"
"9099";"2396"
"9100";"8078"
"9101";"1882"
"9102";"546"
"9103";"9538"
"9104";"5607"
"9105";"6334"
"9106";"4159"
"9107";"400"
"9108";"2961"
"9109";"5427"
"9110";"5106"
"9111";"3275"
"9112";"1848"
"9113";"7845"
"9114";"1591"
"9115";"5874"
"9116";"1519"
"9117";"5714"
"9118";"4924"
"9119";"1805"
"9120";"134"
"9121";"1628"
"9122";"5917"
"9123";"8832"
"9124";"6398"
"9125";"2704"
"9126";"1101"
"9127";"4861"
"9128";"7548"
"9129";"7843"
"9130";"1859"
"9131";"2182"
"9132";"2943"
"9133";"1080"
"9134";"4650"
"9135";"2086"
"9136";"8022"
"9137";"7427"
"9138";"5921"
"9139";"2391"
"9140";"8611"
"9141";"4381"
"9142";"2743"
"9143";"2988"
"9144";"2423"
"9145";"4852"
"9146";"7444"
"9147";"3362"
"9148";"1816"
"9149";"3881"
"9150";"4772"
"9151";"687"
"9152";"803"
"9153";"5199"
"9154";"1263"
"9155";"3067"
"9156";"1422"
"9157";"3609"
"9158";"8644"
"9159";"8299"
"9160";"1406"
"9161";"7324"
"9162";"5546"
"9163";"5054"
"9164";"3591"
"9165";"2187"
"9166";"6770"
"9167";"4094"
"9168";"3900"
"9169";"158"
"9170";"1799"
"9171";"2627"
"9172";"544"
"9173";"2286"
"9174";"1501"
"9175";"5167"
"9176";"5265"
"9177";"6824"
"9178";"5355"
"9179";"8467"
"9180";"1019"
"9181";"8136"
"9182";"2055"
"9183";"5429"
"9184";"161"
"9185";"8539"
"9186";"9230"
"9187";"8117"
"9188";"7692"
"9189";"6342"
"9190";"5179"
"9191";"292"
"9192";"3398"
"9193";"9432"
"9194";"5013"
"9195";"4203"
"9196";"1622"
"9197";"2300"
"9198";"24"
"9199";"2471"
"9200";"5178"
"9201";"8919"
"9202";"4640"
"9203";"5230"
"9204";"8260"
"9205";"6013"
"9206";"5047"
"9207";"2446"
"9208";"2524"
"9209";"8964"
"9210";"6603"
"9211";"7178"
"9212";"7930"
"9213";"5791"
"9214";"450"
"9215";"9403"
"9216";"8766"
"9217";"2525"
"9218";"3031"
"9219";"3398"
"9220";"6847"
"9221";"8177"
"9222";"8071"
"9223";"801"
"9224";"330"
"9225";"5616"
"9226";"6779"
"9227";"6081"
"9228";"5932"
"9229";"7334"
"9230";"129"
"9231";"5404"
"9232";"4786"
"9233";"5129"
"9234";"3193"
"9235";"2575"
"9236";"3760"
"9237";"3798"
"9238";"1987"
"9239";"5517"
"9240";"2014"
"9241";"6835"
"9242";"2755"
"9243";"2835"
"9244";"194"
"9245";"3646"
"9246";"5740"
"9247";"746"
"9248";"2077"
"9249";"3816"
"9250";"5787"
"9251";"8553"
"9252";"4912"
"9253";"3985"
"9254";"1797"
"9255";"4462"
"9256";"8403"
"9257";"9713"
"9258";"3803"
"9259";"7490"
"9260";"5780"
"9261";"3951"
"9262";"6730"
"9263";"1067"
"9264";"4007"
"9265";"3651"
"9266";"7495"
"9267";"53"
"9268";"5845"
"9269";"5140"
"9270";"5661"
"9271";"8511"
"9272";"3222"
"9273";"6864"
"9274";"3956"
"9275";"2252"
"9276";"5582"
"9277";"8159"
"9278";"3325"
"9279";"928"
"9280";"9832"
"9281";"6353"
"9282";"1424"
"9283";"7544"
"9284";"9351"
"9285";"3264"
"9286";"4800"
"9287";"1756"
"9288";"4549"
"9289";"343"
"9290";"8976"
"9291";"5109"
"9292";"6499"
"9293";"2164"
"9294";"5938"
"9295";"7682"
"9296";"3349"
"9297";"2300"
"9298";"4120"
"9299";"7286"
"9300";"4019"
"9301";"206"
"9302";"4491"
"9303";"5926"
"9304";"5386"
"9305";"1295"
"9306";"5272"
"9307";"3893"
"9308";"380"
"9309";"4411"
"9310";"9857"
"9311";"624"
"9312";"6717"
"9313";"3529"
"9314";"4832"
"9315";"4406"
"9316";"2760"
"9317";"6746"
"9318";"220"
"9319";"3643"
"9320";"7397"
"9321";"2001"
"9322";"9252"
"9323";"1870"
"9324";"5969"
"9325";"951"
"9326";"5839"
"9327";"5526"
"9328";"9707"
"9329";"5906"
"9330";"7212"
"9331";"3725"
"9332";"9079"
"9333";"6707"
"9334";"7200"
"9335";"695"
"9336";"7959"
"9337";"1282"
"9338";"6147"
"9339";"9470"
"9340";"192"
"9341";"7177"
"9342";"9395"
"9343";"1102"
"9344";"2224"
"9345";"2072"
"9346";"1635"
"9347";"2270"
"9348";"7422"
"9349";"186"
"9350";"6702"
"9351";"7004"
"9352";"8635"
"9353";"9261"
"9354";"7180"
"9355";"6849"
"9356";"8950"
"9357";"6360"
"9358";"4188"
"9359";"3642"
"9360";"8791"
"9361";"1641"
"9362";"525"
"9363";"4318"
"9364";"2980"
"9365";"4618"
"9366";"6930"
"9367";"5102"
"9368";"5479"
"9369";"4926"
"9370";"5917"
"9371";"3006"
"9372";"939"
"9373";"248"
"9374";"6740"
"9375";"5691"
"9376";"3920"
"9377";"507"
"9378";"2663"
"9379";"3224"
"9380";"9011"
"9381";"1902"
"9382";"8344"
"9383";"4435"
"9384";"5849"
"9385";"9079"
"9386";"9580"
"9387";"3971"
"9388";"6126"
"9389";"4850"
"9390";"4172"
"9391";"2590"
"9392";"5332"
"9393";"4992"
"9394";"2495"
"9395";"7191"
"9396";"8283"
"9397";"1350"
"9398";"6459"
"9399";"1089"
"9400";"868"
"9401";"2310"
"9402";"6614"
"9403";"2697"
"9404";"9710"
"9405";"7068"
"9406";"6432"
"9407";"3769"
"9408";"5776"
"9409";"580"
"9410";"3331"
"9411";"952"
"9412";"1950"
"9413";"6151"
"9414";"1574"
"9415";"2366"
"9416";"6030"
"9417";"2937"
"9418";"5378"
"9419";"379"
"9420";"5300"
"9421";"6044"
"9422";"9855"
"9423";"7261"
"9424";"8983"
"9425";"4257"
"9426";"7636"
"9427";"7002"
"9428";"5418"
"9429";"3737"
"9430";"8020"
"9431";"5854"
"9432";"2034"
"9433";"1385"
"9434";"6257"
"9435";"1023"
"9436";"6063"
"9437";"4333"
"9438";"5518"
"9439";"79"
"9440";"8811"
"9441";"3794"
"9442";"5256"
"9443";"9695"
"9444";"3631"
"9445";"9247"
"9446";"5972"
"9447";"3925"
"9448";"3817"
"9449";"5941"
"9450";"135"
"9451";"3847"
"9452";"9286"
"9453";"7611"
"9454";"7271"
"9455";"9085"
"9456";"4003"
"9457";"337"
"9458";"6432"
"9459";"8842"
"9460";"7079"
"9461";"5310"
"9462";"7979"
"9463";"8529"
"9464";"618"
"9465";"8492"
"9466";"2190"
"9467";"2655"
"9468";"5249"
"9469";"1141"
"9470";"786"
"9471";"8786"
"9472";"6688"
"9473";"917"
"9474";"9811"
"9475";"6572"
"9476";"6407"
"9477";"5839"
"9478";"1403"
"9479";"6723"
"9480";"6348"
"9481";"6189"
"9482";"9894"
"9483";"3958"
"9484";"850"
"9485";"8494"
"9486";"1458"
"9487";"2843"
"9488";"139"
"9489";"8510"
"9490";"8740"
"9491";"6815"
"9492";"4251"
"9493";"6367"
"9494";"1255"
"9495";"708"
"9496";"9161"
"9497";"5969"
"9498";"7703"
"9499";"6968"
"9500";"3299"
"9501";"376"
"9502";"565"
"9503";"4226"
"9504";"1510"
"9505";"1652"
"9506";"8545"
"9507";"285"
"9508";"3130"
"9509";"1141"
"9510";"7665"
"9511";"4077"
"9512";"177"
"9513";"7393"
"9514";"3039"
"9515";"2791"
"9516";"4017"
"9517";"8672"
"9518";"2879"
"9519";"6640"
"9520";"4403"
"9521";"7150"
"9522";"4588"
"9523";"9326"
"9524";"2853"
"9525";"5019"
"9526";"8934"
"9527";"6647"
"9528";"8204"
"9529";"7609"
"9530";"9436"
"9531";"117"
"9532";"4771"
"9533";"2660"
"9534";"4873"
"9535";"8739"
"9536";"4990"
"9537";"8487"
"9538";"1206"
"9539";"8385"
"9540";"3307"
"9541";"4980"
"9542";"9569"
"9543";"1589"
"9544";"4"
"9545";"4165"
"9546";"4479"
"9547";"9088"
"9548";"9264"
"9549";"2686"
"9550";"6910"
"9551";"2041"
"9552";"2793"
"9553";"3885"
"9554";"9181"
"9555";"6762"
"9556";"6635"
"9557";"3380"
"9558";"5381"
"9559";"9286"
"9560";"993"
"9561";"6591"
"9562";"4058"
"9563";"110"
"9564";"4616"
"9565";"2202"
"9566";"3778"
"9567";"5919"
"9568";"2385"
"9569";"5485"
"9570";"2935"
"9571";"4573"
"9572";"153"
"9573";"2522"
"9574";"5843"
"9575";"5390"
"9576";"6315"
"9577";"4773"
"9578";"6275"
"9579";"4113"
"9580";"2058"
"9581";"6551"
"9582";"5466"
"9583";"5998"
"9584";"9696"
"9585";"7541"
"9586";"6704"
"9587";"209"
"9588";"3418"
"9589";"3364"
"9590";"7035"
"9591";"7917"
"9592";"1819"
"9593";"9565"
"9594";"8001"
"9595";"4303"
"9596";"5826"
"9597";"338"
"9598";"7311"
"9599";"5041"
"9600";"7417"
"9601";"3403"
"9602";"3697"
"9603";"2136"
"9604";"5757"
"9605";"4321"
"9606";"7212"
"9607";"2120"
"9608";"1522"
"9609";"1534"
"9610";"9554"
"9611";"168"
"9612";"8917"
"9613";"1296"
"9614";"1688"
"9615";"9401"
"9616";"6438"
"9617";"5162"
"9618";"287"
"9619";"689"
"9620";"8793"
"9621";"3475"
"9622";"4092"
"9623";"6087"
"9624";"3636"
"9625";"9995"
"9626";"3982"
"9627";"2229"
"9628";"8589"
"9629";"8063"
"9630";"6815"
"9631";"1641"
"9632";"7556"
"9633";"5535"
"9634";"6830"
"9635";"5781"
"9636";"542"
"9637";"3066"
"9638";"7577"
"9639";"573"
"9640";"8386"
"9641";"5009"
"9642";"8533"
"9643";"826"
"9644";"2278"
"9645";"4965"
"9646";"177"
"9647";"2819"
"9648";"6414"
"9649";"3562"
"9650";"6965"
"9651";"5252"
"9652";"5390"
"9653";"1879"
"9654";"1394"
"9655";"8461"
"9656";"683"
"9657";"5729"
"9658";"1917"
"9659";"7397"
"9660";"2206"
"9661";"4877"
"9662";"89"
"9663";"7762"
"9664";"9849"
"9665";"3099"
"9666";"7207"
"9667";"8586"
"9668";"5176"
"9669";"614"
"9670";"640"
"9671";"7630"
"9672";"7293"
"9673";"3684"
"9674";"3839"
"9675";"4624"
"9676";"6081"
"9677";"6441"
"9678";"6981"
"9679";"8485"
"9680";"9655"
"9681";"6257"
"9682";"3465"
"9683";"4794"
"9684";"3331"
"9685";"2131"
"9686";"268"
"9687";"4518"
"9688";"2678"
"9689";"5711"
"9690";"1530"
"9691";"9518"
"9692";"4996"
"9693";"879"
"9694";"3556"
"9695";"9724"
"9696";"5996"
"9697";"812"
"9698";"578"
"9699";"3480"
"9700";"860"
"9701";"2192"
"9702";"6091"
"9703";"6628"
"9704";"1542"
"9705";"9273"
"9706";"5559"
"9707";"4572"
"9708";"5445"
"9709";"122"
"9710";"9260"
"9711";"5883"
"9712";"4634"
"9713";"3747"
"9714";"8656"
"9715";"4774"
"9716";"1729"
"9717";"7685"
"9718";"4117"
"9719";"9578"
"9720";"230"
"9721";"5827"
"9722";"26"
"9723";"3419"
"9724";"8082"
"9725";"6512"
"9726";"4898"
"9727";"5865"
"9728";"3917"
"9729";"8751"
"9730";"6417"
"9731";"9441"
"9732";"1914"
"9733";"4862"
"9734";"2344"
"9735";"8021"
"9736";"3304"
"9737";"8439"
"9738";"6641"
"9739";"7571"
"9740";"735"
"9741";"960"
"9742";"5595"
"9743";"2768"
"9744";"8406"
"9745";"2193"
"9746";"1954"
"9747";"8113"
"9748";"6354"
"9749";"4624"
"9750";"9824"
"9751";"811"
"9752";"5681"
"9753";"4362"
"9754";"8049"
"9755";"6120"
"9756";"4872"
"9757";"683"
"9758";"6835"
"9759";"383"
"9760";"4598"
"9761";"8194"
"9762";"1077"
"9763";"7383"
"9764";"1609"
"9765";"9823"
"9766";"7110"
"9767";"1690"
"9768";"7963"
"9769";"5244"
"9770";"2496"
"9771";"8744"
"9772";"9342"
"9773";"4072"
"9774";"1874"
"9775";"7067"
"9776";"2392"
"9777";"8882"
"9778";"8852"
"9779";"3836"
"9780";"2927"
"9781";"1122"
"9782";"67"
"9783";"8108"
"9784";"9638"
"9785";"7718"
"9786";"4326"
"9787";"6035"
"9788";"3661"
"9789";"8895"
"9790";"9710"
"9791";"6205"
"9792";"3080"
"9793";"6437"
"9794";"1706"
"9795";"7879"
"9796";"6570"
"9797";"1104"
"9798";"2790"
"9799";"7425"
"9800";"7228"
"9801";"6404"
"9802";"2290"
"9803";"6591"
"9804";"3395"
"9805";"880"
"9806";"4786"
"9807";"6882"
"9808";"4931"
"9809";"6682"
"9810";"9804"
"9811";"4645"
"9812";"318"
"9813";"4416"
"9814";"5487"
"9815";"9723"
"9816";"4367"
"9817";"7440"
"9818";"5500"
"9819";"5356"
"9820";"9410"
"9821";"9625"
"9822";"2553"
"9823";"2923"
"9824";"7781"
"9825";"9580"
"9826";"1463"
"9827";"8303"
"9828";"9595"
"9829";"4744"
"9830";"722"
"9831";"5532"
"9832";"4566"
"9833";"4585"
"9834";"2807"
"9835";"491"
"9836";"5705"
"9837";"3989"
"9838";"7393"
"9839";"7577"
"9840";"4114"
"9841";"3277"
"9842";"8711"
"9843";"3401"
"9844";"3053"
"9845";"6951"
"9846";"4217"
"9847";"9785"
"9848";"3562"
"9849";"3740"
"9850";"8058"
"9851";"8351"
"9852";"7070"
"9853";"9911"
"9854";"8416"
"9855";"2293"
"9856";"3272"
"9857";"8672"
"9858";"4050"
"9859";"6474"
"9860";"8042"
"9861";"6282"
"9862";"8634"
"9863";"8335"
"9864";"6784"
"9865";"7394"
"9866";"6886"
"9867";"4621"
"9868";"3752"
"9869";"2833"
"9870";"8920"
"9871";"3192"
"9872";"1652"
"9873";"1271"
"9874";"5894"
"9875";"3263"
"9876";"8097"
"9877";"4232"
"9878";"6782"
"9879";"6365"
"9880";"4995"
"9881";"7495"
"9882";"2152"
"9883";"672"
"9884";"6783"
"9885";"9091"
"9886";"8492"
"9887";"5647"
"9888";"9586"
"9889";"5050"
"9890";"8158"
"9891";"2402"
"9892";"7415"
"9893";"2353"
"9894";"6537"
"9895";"7611"
"9896";"2130"
"9897";"2872"
"9898";"5517"
"9899";"9663"
"9900";"1172"
"9901";"301"
"9902";"756"
"9903";"9979"
"9904";"5045"
"9905";"8651"
"9906";"8465"
"9907";"826"
"9908";"8293"
"9909";"4018"
"9910";"345"
"9911";"8528"
"9912";"6609"
"9913";"8897"
"9914";"5142"
"9915";"2382"
"9916";"2346"
"9917";"1381"
"9918";"294"
"9919";"5451"
"9920";"3225"
"9921";"6460"
"9922";"2152"
"9923";"5318"
"9924";"4453"
"9925";"2596"
"9926";"3859"
"9927";"9427"
"9928";"1591"
"9929";"1936"
"9930";"431"
"9931";"9134"
"9932";"3065"
"9933";"8893"
"9934";"2547"
"9935";"6685"
"9936";"9271"
"9937";"1278"
"9938";"1507"
"9939";"4679"
"9940";"273"
"9941";"109"
"9942";"3235"
"9943";"7388"
"9944";"8503"
"9945";"2434"
"9946";"3685"
"9947";"6961"
"9948";"5159"
"9949";"3292"
"9950";"8473"
"9951";"2707"
"9952";"579"
"9953";"669"
"9954";"7903"
"9955";"5920"
"9956";"4134"
"9957";"4860"
"9958";"1160"
"9959";"3848"
"9960";"1174"
"9961";"9480"
"9962";"628"
"9963";"6768"
"9964";"9823"
"9965";"2596"
"9966";"6513"
"9967";"288"
"9968";"8551"
"9969";"8051"
"9970";"847"
"9971";"663"
"9972";"4498"
"9973";"7384"
"9974";"6326"
"9975";"6639"
"9976";"9232"
"9977";"2056"
"9978";"9713"
"9979";"3804"
"9980";"2171"
"9981";"8"
"9982";"6831"
"9983";"2393"
"9984";"1400"
"9985";"6494"
"9986";"5958"
"9987";"2154"
"9988";"1326"
"9989";"4843"
"9990";"6402"
"9991";"6381"
"9992";"2008"
"9993";"7559"
"9994";"5234"
"9995";"4520"
"9996";"3658"
"9997";"9959"
"9998";"4807"
"9999";"1263"
"10000";"9311"
"10001";"8393"
"10002";"6904"
"10003";"9908"
"10004";"6628"
"10005";"3774"
"10006";"8685"
"10007";"1370"
"10008";"2402"
"10009";"7381"
"10010";"7392"
"10011";"579"
"10012";"1985"
"10013";"4179"
"10014";"5441"
"10015";"8904"
"10016";"9207"
"10017";"5388"
"10018";"2659"
"10019";"2656"
"10020";"4006"
"10021";"3992"
"10022";"7525"
"10023";"5853"
"10024";"4770"
"10025";"740"
"10026";"6243"
"10027";"6341"
"10028";"2547"
"10029";"8613"
"10030";"918"
"10031";"100"
"10032";"5468"
"10033";"8475"
"10034";"58"
"10035";"5938"
"10036";"50"
"10037";"1106"
"10038";"7794"
"10039";"9941"
"10040";"6994"
"10041";"5526"
"10042";"1470"
"10043";"6519"
"10044";"6333"
"10045";"527"
"10046";"3111"
"10047";"3013"
"10048";"8488"
"10049";"5369"
"10050";"2962"
"10051";"2613"
"10052";"644"
"10053";"8023"
"10054";"4031"
"10055";"2759"
"10056";"7243"
"10057";"1495"
"10058";"2872"
"10059";"6770"
"10060";"7804"
"10061";"1726"
"10062";"3931"
"10063";"1445"
"10064";"7950"
"10065";"2403"
"10066";"2325"
"10067";"8205"
"10068";"73"
"10069";"4121"
"10070";"4303"
"10071";"573"
"10072";"6130"
"10073";"4746"
"10074";"8378"
"10075";"7911"
"10076";"2015"
"10077";"9857"
"10078";"8186"
"10079";"5887"
"10080";"7892"
"10081";"3431"
"10082";"9064"
"10083";"1087"
"10084";"1544"
"10085";"7230"
"10086";"8875"
"10087";"1327"
"10088";"4110"
"10089";"9341"
"10090";"2030"
"10091";"8971"
"10092";"5126"
"10093";"694"
"10094";"2005"
"10095";"8123"
"10096";"5975"
"10097";"2260"
"10098";"2433"
"10099";"2924"
"10100";"7192"
"10101";"1783"
"10102";"2034"
"10103";"2287"
"10104";"3730"
"10105";"5212"
"10106";"8198"
"10107";"5929"
"10108";"9379"
"10109";"2823"
"10110";"7500"
"10111";"4624"
"10112";"8302"
"10113";"2692"
"10114";"758"
"10115";"2196"
"10116";"1513"
"10117";"7964"
"10118";"1512"
"10119";"5566"
"10120";"343"
"10121";"2809"
"10122";"3281"
"10123";"6350"
"10124";"9723"
"10125";"2687"
"10126";"7220"
"10127";"8086"
"10128";"2243"
"10129";"5111"
"10130";"5166"
"10131";"3059"
"10132";"2093"
"10133";"3191"
"10134";"3202"
"10135";"5431"
"10136";"959"
"10137";"8607"
"10138";"4295"
"10139";"2408"
"10140";"8191"
"10141";"6505"
"10142";"3162"
"10143";"1751"
"10144";"2946"
"10145";"5462"
"10146";"9336"
"10147";"1264"
"10148";"3171"
"10149";"782"
"10150";"6825"
"10151";"230"
"10152";"7385"
"10153";"5142"
"10154";"2984"
"10155";"5065"
"10156";"4033"
"10157";"9941"
"10158";"3046"
"10159";"1399"
"10160";"1292"
"10161";"6272"
"10162";"9593"
"10163";"5091"
"10164";"464"
"10165";"4315"
"10166";"9869"
"10167";"4597"
"10168";"3381"
"10169";"3609"
"10170";"678"
"10171";"2169"
"10172";"9106"
"10173";"4729"
"10174";"3049"
"10175";"6684"
"10176";"1412"
"10177";"440"
"10178";"4348"
"10179";"3579"
"10180";"2524"
"10181";"4082"
"10182";"4715"
"10183";"3870"
"10184";"5323"
"10185";"9750"
"10186";"6756"
"10187";"5783"
"10188";"9801"
"10189";"6446"
"10190";"1031"
"10191";"7309"
"10192";"2171"
"10193";"7684"
"10194";"1118"
"10195";"1808"
"10196";"3849"
"10197";"6504"
"10198";"8186"
"10199";"7735"
"10200";"1095"
"10201";"2167"
"10202";"7503"
"10203";"9092"
"10204";"1852"
"10205";"1901"
"10206";"7320"
"10207";"2318"
"10208";"4232"
"10209";"2413"
"10210";"5427"
"10211";"524"
"10212";"74"
"10213";"8270"
"10214";"3684"
"10215";"9386"
"10216";"3086"
"10217";"7268"
"10218";"8142"
"10219";"1068"
"10220";"4341"
"10221";"6492"
"10222";"334"
"10223";"6191"
"10224";"5941"
"10225";"3102"
"10226";"7081"
"10227";"1804"
"10228";"4386"
"10229";"4040"
"10230";"8198"
"10231";"7292"
"10232";"7176"
"10233";"6319"
"10234";"3937"
"10235";"9697"
"10236";"5726"
"10237";"5741"
"10238";"7378"
"10239";"7124"
"10240";"9609"
"10241";"4689"
"10242";"9545"
"10243";"1385"
"10244";"9040"
"10245";"9347"
"10246";"8297"
"10247";"2551"
"10248";"7609"
"10249";"2126"
"10250";"2129"
"10251";"9901"
"10252";"9554"
"10253";"4197"
"10254";"2312"
"10255";"9153"
"10256";"6180"
"10257";"8600"
"10258";"650"
"10259";"3770"
"10260";"5449"
"10261";"4301"
"10262";"473"
"10263";"4657"
"10264";"605"
"10265";"9044"
"10266";"6781"
"10267";"8724"
"10268";"4548"
"10269";"3063"
"10270";"2492"
"10271";"5840"
"10272";"2808"
"10273";"8840"
"10274";"29"
"10275";"7305"
"10276";"5049"
"10277";"5232"
"10278";"5325"
